Name,Category,Description,Latitude,Longitude
Frich's Spiseri Alvdal,Eat & drink,"restaurant: Roadside diner-restaurant on Rv3 at Nord-Østerdalsveien 5148, Steimosletta, next to Aukrustsenteret. Verified hours: cafe 08:00-23:00 daily, breakfast 07:00-10:00, dagens middag 12:00-20:00 (Sat to 19:00), a la carte to 21:30 (Sat 20:30). The reliable hot-meal option in Alvdal and open Sundays, unlike most of the town. Phone +47 62 48 80 00. [Mains ~NOK 200-330]",62.1144,10.6174
"Huldra kafe (Huldra handverk, mat og kultur)",Eat & drink,"cafe: Craft shop and cafe at Steia 10 in Alvdal centre, confirmed operating: fresh yeast bakes, cakes, open sandwiches, simple hot dishes and popular soups. Daytime hours only (roughly 10:00-16:00, check their Facebook page) and closed Sundays, so it works for a Friday/Saturday arrival but not Sunday 12 July. [Coffee + cake ~NOK 100-150, soup lunch ~NOK 150]",62.1082,10.6329
Solan og Ludvigs kafe at Aukrustsenteret,Eat & drink,"cafe: Cafe inside the Kjell Aukrust centre on Steimosletta, a few hundred metres from Frich's. Verified open daily 10:00-18:00 in July, including Sundays. Light meals, cake and coffee; combine with the Flaklypa exhibit if you have a rest hour. [Light meals ~NOK 100-200]",62.1136,10.6219
Extra Alvdal (Coop Extra),Resupply (groceries),"grocery: Main supermarket for resupply, Nord-Østerdalsveien 5152 on the Rv3/Steimosletta strip, 200 m north of Frich's. Coop's own page confirms the store (phone +47 62 48 72 00) but does not publish weekly hours; expect roughly 07:00-22:00 Mon-Sat and verify locally. Closed Sundays under Norwegian trading law, so closed 12 July. Stock up here before the final ~3 km out to Gjelten Bru Camping; next shop on the route is Folldal (~30 km), then nothing until Dombas. [Cheapest chain in town]",62.1152,10.616
Spar Alvdal,Resupply (groceries),"grocery: Second supermarket, at Steia 16 in the town centre a few doors from Huldra kafe. Confirmed operating (phone 62 48 76 00); also does hot food and take-away pizza. Closed Sundays. If you do hit Alvdal on Sunday 12 July, fallback food is Frich's (daily 08:00-23:00) or a fuel-station kiosk. [Slightly pricier than Extra]",62.1084,10.6323
Gjelten Bru Camping,Sleep,"campsite: The stop itself: riverside campsite at Sølndalsveien 15, ~3.5 km northwest of Alvdal centre and directly on the route toward Folldal/Grimsdalen. Verified: 13 cabins, 45 powered pitches, modern sanitary block, kiosk, TV lounge, playground. Camping season 20 May - 1 Oct; cabins year-round. Coin showers (NOK 10+), washing machine NOK 60, bedding rental NOK 60. Cabin prices confirmed on the official site: NOK 490 (simple 4-bunk, bring sheets/liner), NOK 690 (insulated 2-room), NOK 990 (modern 6-berth with kitchen and own shower/WC). [Tent + 2 riders est. NOK 150-250 (not published, confirm on arrival); cabins NOK 490-990 verified | Site states no reservation needed for tents. For a cabin in mid-July, call/email a few days ahead: +47 973 23 588, post@gjeltenbrucamping.no.]",62.1313,10.5682
Wild camp: riverbank pine flats near Gjelten bru,Sleep,"freecamp: Flat pine-and-heath terraces along the riverbank ~400-500 m upstream of the Gjelten bridge, opposite side from the campsite. Caution: this point reverse-geocodes to the Masshaugen farm area (Plassen), so scout on the ground and keep the legal 150 m from any inhabited house or farm building; camp only on open forest utmark, max 2 nights under allemannsretten. River water available (treat it). National open-fire ban applies 15 April - 15 September; use a stove. Realistically only if the campsite is full or you want a free night, since the official site is a few hundred metres away with showers. [Free | No booking; standard allemannsretten rules. Verify the exact pitch on arrival, terrain not desk-verifiable.]",62.127,10.566
Steien Hotel og Skydsstation,Sleep,"hotel: Restored 1878 coaching inn at Steia 20 in Alvdal centre, the characterful splurge option: 12 unique rooms (21 beds), all with private shower/WC, breakfast included, 2-course dinner for guests from local ingredients, English-inspired garden. Confirmed operating with 2026 prices on Booking.com and Agoda. Phone 975 70 175, post@steienhotel.no. [Approx NOK 1,500-1,900 double incl. breakfast (verify at booking) | Book ahead for mid-July; only 12 rooms, weekends fill.]",62.1084,10.6315
Frich's Hotell og Spiseri Alvdal,Sleep,"hotel: Motel-style rooms attached to the Frich's diner at Nord-Østerdalsveien 5148, Steimosletta. Functional rooms with private bath; food downstairs 08:00-23:00 and breakfast 07:00-10:00. The cheapest indoor bed in Alvdal and the practical bad-weather bailout. Confirmed listed on Booking.com, Trivago and aggregators. [From ~NOK 1,100-1,400 double | Walk-in usually fine midweek, but book online for July weekends.]",62.1144,10.6174
Grimsdalshytta dining room (DNT staffed hut),Eat & drink,"mountain_lodge: The hut itself is the food stop: staffed summer season confirmed 19 Jun-13 Sep 2026 on the DNT English page, so open Sunday 12 July. Three-course dinner served at 19:00 every day (tell the warden on arrival; non-residents and tenters can eat if there is space). Day service 12:00-16:00 confirmed: soup, blings, roemmevafler (sour-cream waffles) and cakes, plus drinks and kiosk items; the hut also does stone-oven-baked pizza. All food made from scratch with local ingredients. Breakfast 190 NOK member / 253 non-member. Note DNT rule (verbatim in the 2026 price sheet): no eating your own food inside the hut, and own stoves cannot be used at the hut even outdoors. [Dinner 470 NOK member / 608 non-member; plate dish 258/300; waffles+coffee ~100]",62.0912,9.6418
Grimsbu Turistsenter kafeteria,Eat & drink,"cafe: Roadside cafeteria at the eastern toll gate of Grimsdalsvegen (route km ~205, the last services before the 25 km climb to the hut). Open year-round; posted hours Mon-Fri 08:00-22:00, Sat-Sun 09:00-19:00 (so open Sunday 12 July, confirm on the day). On-site supermarket/kiosk and guest kitchen too. Honest truck-stop style rather than destination food, but reliable hot meals and the only kitchen between Alvdal and the hut. Phone +47 62 49 35 29. [Cafeteria mains ~150-250 NOK]",62.1554,10.1714
Extra Alvdal (Coop),Resupply (groceries),"grocery: Main resupply for this leg: the last full supermarket on route before Grimsdalen, at route km 163 in Alvdal (Nord-Oesterdalsveien 5152). Coop's Extra chain, Mon-Sat 07:00-23:00, and listed Sunday-open 10:00-21:00 (self-checkout format; verify before relying on it for Sunday 12 July). Buy camp dinner/breakfast here if you plan to tent rather than eat at the hut. [Supermarket prices]",62.1152,10.616
Coop Prix Folldal,Resupply (groceries),"grocery: Backup grocery in Folldal centre (Dovreveien 2), but it is an 8-9 km off-route detour west of Grimsbu along Rv29 (16-18 km round trip). Mon-Fri 07:00-23:00, Sat 08:00-21:00, closed Sundays, so useless on 12 July. Only worth it if you missed Alvdal and need proper resupply before the valley. [Supermarket prices]",62.1318,9.9979
Toftemo Turiststasjon cafe,Eat & drink,"cafe: Next-morning option on the descent to Dombaas: classic tourist station on the E6 at Vestsidevegen 1, Dovre, about 2 km north of Dovre village and ~9.5 km south of Dombaas (route km ~255). Cafeteria seats 75, a la carte menu plus breakfast/lunch service, homemade food. Good first coffee after rolling out of Grimsdalen. Phone +47 61 24 00 45 to confirm morning hours. [Mains ~180-280 NOK, coffee and waffles less]",61.9995,9.221
Grimsdalshytta (DNT Oslo og Omegn staffed hut),Sleep,"dnt_hut: 54 beds at 1,000 m between Rondane and Dovre national parks, right on the route at km 230. Staffed summer season 19 June - 13 September 2026 confirmed on the DNT site, so fully operating mid-July. Shower, drying room, food service, card payment. Bed-only rates (incl. shower) per the official 2026 DNT Oslo og Omegn price sheet: dorm 290 NOK member / 382 non-member, 4-6 bed room 445/578, 1-3 bed room 515/670. Full pension (bed, breakfast, 3-course dinner, packed lunch of 4 bread slices) 1,095/1,430 in dorm, up to 1,315/1,710 in 1-3 bed room. Sheet liner required, rent 114 NOK member / 130 non-member; own sleeping bags not allowed as bedding. [Dorm 290-382 NOK bed only; full pension 1,095-1,430 NOK pp (dorm) | Book online at hyttebestilling.dnt.no; mid-July is peak and reserving is sensible, but DNT staffed huts never turn anyone away (floor mattress 186/300 NOK, only offered when all beds taken). The self-service annex (19 beds) closes permanently after Easter 2026 as a wild-reindeer measure; the staffed summer operation continues unaffected. Contact: grimsdalshytta@dnt.no, +47 45 29 81 55.]",62.0912,9.6418
Grimsdalshytta teltplass (tent pitch at the hut),Sleep,"campsite: The hut has a designated tent area (teltplass listed among its 14 facilities on ut.no). 125 NOK member / 160 non-member per person (official 2026 price sheet line: teltere/tilgang til hyttefasiliteter) buys access to hut facilities including shower and toilets. Best-value play for two riders with a tent: pitch here, then buy the 3-course dinner and breakfast inside. Remember you cannot eat brought food inside the hut or run your own stove at the hut itself. [125-160 NOK pp + meals | No booking needed for tenting; pay the warden. Book dinner on arrival (served 19:00).]",62.091,9.6425
Wild camp: Grimsa riverbank flats east of the hut,Sleep,"freecamp: Open heath and grass flats along the Grimsa river, roughly 1.5-2 km east (back) along Grimsdalsvegen from the hut, well over 150 m from the hut and the nearest seter buildings. The Grimsdalen landskapsvernomraade regulation (verneplan for Rondane, vedlegg 3, 122.5 km2) restricts motor traffic and caravan parking but does not prohibit ordinary tenting, so normal allemannsretten applies. Flat pitches, river water, fishing in the Grimsa (licence needed). Free; no facilities. Cook here rather than at the hut. [Free | No booking; standard allemannsretten rules (150 m from inhabited buildings, leave no trace). Move on after a night or two and avoid disturbing grazing animals and reindeer.]",62.0855,9.675
Grimsbu Turistsenter Motell & Camp,Sleep,"campsite: Fallback if you stop short of the hut: full-service campsite at the eastern toll-road entrance, route km ~205 (25-30 km and most of the climb before Grimsdalshytta). Cabins in all sizes (large ones with shower/WC), motel rooms, tent and caravan pitches, cafeteria, on-site supermarket, communal kitchen, sanitary block, bathing lake, playground. Open year-round; listed on camping.no and ut.no. [Tent ~300 NOK for 2; basic cabins from ~600 NOK, en-suite cabins more (confirm on grimsbu.no) | Drop-in fine for tents; phone +47 62 49 35 29 or mail@grimsbu.no for cabins in July.]",62.1554,10.1714
Bokhandel'n Bakeri & Mathus (Gjestehus),Eat & drink,"bakery: The standout food stop in Vagamo: stone-oven bakery, pizza, burgers and pulled-pork sandwiches in a historic timber bookshop at Vagavegen 45 on the village square, run with Classic Norway Hotels as Bokhandel'n Gjestehus. Google 4.2 (396 reviews), verified. Current listed hours verified: Fri-Sat 10:00-22:00, Sun 12:00-20:00, Mon-Tue 10:00-17:00, Wed-Thu closed (likely extends to daily in peak July, but do not count on Wed-Thu). Confirmed OPEN Sunday, so this is your Sunday 12 July dinner plan. 700 m from Smedsmo Camping. [Pizza/mains ~200-300 NOK]",61.8751,9.0941
Cafe Edvard at Ullinsvin,Eat & drink,"cafe: Summer cafe in the old vicarage (Edvard Munch family connection) above Vaga church, with gallery, historic garden and local-food shop, good for coffee, home baking and snacks. 2026 season verified on ullinsvin.no: Cafe Edvard opens 20 June 2026, summer exhibitions run 21 June to 7 September and are open daily, so it works for a Sunday 12 July lunch. Typical hours 11:00-17:00 (exact 2026 daily hours not yet published, confirm on arrival). 10 min walk uphill from the centre. [Coffee and cake ~100-150 NOK]",61.8773,9.09
Villa Vaga restaurant,Eat & drink,"restaurant: Restaurant of the village hotel (Classic Norway Hotels), in the centre. Official site confirms a la carte menu in the summer season (the buffet/set-dish service is winter, for hotel guests). The reliable sit-down dinner if Bokhandel'n is full; non-guest dining not explicitly stated, call ahead (+47 99 49 25 35). Operating 2026. [Dinner ~250-400 NOK]",61.8746,9.0958
Isbaren i Vaga,Eat & drink,"cafe: Ice-cream and small-dishes bar at Moavegen 1 in the village centre, dine-in and outdoor seating, active Facebook presence. Seasonal; July daily hours unverified, check Facebook. Backup if closed Sunday: Visit Vaga isbar/Vagais at Vagavegen 51A, a combined tourist office, ice-cream bar (local Vagais factory) and bakery outlet. [Ice cream/small dishes 60-180 NOK]",61.8752,9.0948
KIWI Vaga,Resupply (groceries),"grocery: Main resupply, KIWI chain, Skogbygdsvegen 2 just off the Rv15 roundabout, 600 m from Smedsmo. Hours verified: Mon-Fri 07:00-23:00, Sat 09:00-21:00, CLOSED Sunday. If you arrive Sunday 12 July, buy Saturday or wait until 07:00 Monday before the Murudalen climb. Second supermarket: Coop Mega Vaga, Vagavegen 47 (Mon-Fri 07:00-23:00, Sat 08:00-21:00, also closed Sunday). Sunday fallback for basics: Circle K Vaga fuel station, Vagavegen 36 on Rv15. Last full supermarket before Beitostolen on this route, so load up for the Vinstre/Bygdin leg. [Groceries]",61.8737,9.098
Smedsmo Camping,Sleep,"campsite: The stop itself: family-run campsite beside Rv15 on the edge of Vagamo (Vagavegen 80), 700 m from the square. Coordinates verified against NorCamp (61.869778, 9.103056). Tent pitches on flat ground, service building with showers, kitchen, washing machines, WiFi. Prices verified on smedsmo.no: tent 230 NOK (280 with electricity), tent + car 320 NOK; 1-room cabin (3-4 pers) 690 NOK + 290 washout, 2-room (4 pers) 790 NOK + 340 washout, flats 1150 NOK + 420 washout. Open through summer (service building closes only Nov-Easter). Tent pitches first-come; cabins for mid-July 2026 bookable now and worth reserving, Vagamo is busy Jotunheimen-gateway territory in fellesferie. [Tent 230-320 NOK (2 riders + tent), cabin 690-790 NOK + washout 290-340 | Tents: no booking needed (first-come). Cabins: book ahead for mid-July at reservations.visbook.com/6978.]",61.8698,9.1031
Wild camp: Vagavatnet south shore west of Klones,Sleep,"freecamp: Plausible allemannsretten spot: forested shoreline on the quiet south side of Vagavatnet, west of the Klones farm peninsula (Klones confirmed on the lake shore near the village, reached over Finnbrue or via the side road off Rv15 about 2 km out). Pine/birch woods and lake access; stay 150+ m from buildings and off cultivated fields around Klones. Uncultivated outfield, one to two nights fine; no facilities, take water from the lake or fill bottles in town. Coordinates approximate and geometrically consistent with the south shore; pick your exact pitch on the ground. [Free | No booking; standard allemannsretten rules (150 m from dwellings, max 2 nights, leave no trace).]",61.8665,9.056
Villa Vaga (Classic Norway Hotels),Sleep,"hotel: The mid-range hotel option: historic village hotel in the centre of Vagamo, 67 rooms, restaurant, bar, indoor pool, sauna, breakfast included. Verified operating 2026 (villavaga.no, Booking.com). Aggregator rates from USD 157-183, so budget roughly 1500-2000+ NOK per night for a July double; the original 1300-1800 estimate was optimistic for fellesferie. [Double ~1500-2000 NOK incl breakfast | Book ahead for mid-July; it is the main hotel in a Jotunheimen gateway town and fills in fellesferie.]",61.8746,9.0958
Bokhandel'n Gjestehus,Sleep,"hotel: Guesthouse rooms above the bakery/restaurant at Vagavegen 45 on the square: listed on Booking.com as Bokhandel'n - by Classic Norway Hotels (4-star), family rooms with private bath, garden, restaurant downstairs, 24h front desk. Reclassified from hostel to hotel: this is a small upscale guesthouse, not budget dorm accommodation. Rates about USD 167-250, roughly 1700-2600 NOK. Pricier than Villa Vaga but you sleep above the best food in town. [Room ~1700-2600 NOK | Book ahead for mid-July 2026 via Booking.com; only a handful of rooms.]",61.8751,9.0941
Haugseter Fjellstue restaurant,Eat & drink,"mountain_lodge: The lodge itself is the only food at this stop and it is genuinely good: kitchen built on game, trout from Vinstervatn (the house speciality), local cured meats and stolslapper (mountain pancakes) with jam. Open every day in season (19 June to 27 Sept 2026, confirmed on haugseter.no), restaurant 11:00-20:00, lunch from 11:00, dinner menu 15:00-20:00; call ahead for table reservations. Drop-in travellers welcome (it is the classic road stop on Jotunheimvegen / Mjolkevegen cycle route). Open Sundays, so 12 July is no problem. Breakfast 220 NOK, packed lunch 85 NOK. Generator off 23:00-07:00. [Breakfast 220 NOK, packed lunch 85 NOK (both confirmed); dinner mains not published, budget ~250-400 NOK]",61.3424,8.984
Bygdin sommerkafe (Bygdin Hoifieldshotel),Eat & drink,"cafe: Next food on the route, about 11 km past Haugseter where Jotunheimvegen meets Rv51 at the east end of lake Bygdin (NOT 29 km: Haugseter's own site puts it 24 km from Beitostolen, and Bygdin sits 13 km from Beitostolen between them). Summer cafe open 12 June through the first week of October, daily 11:00-18:00: waffles, rommegrot, daily soup, hot and cold dishes and daily dinner plates (children's menu too). Hotel restaurant serves 3-course dinners in the evening (book). Good morning-coffee target if you sleep at Haugseter. [Cafe prices not published; ~100-150 NOK waffles/soup, ~200-300 NOK hot dishes is a reasonable budget]",61.3276,8.8011
KIWI 243 Beitostolen,Resupply (groceries),"grocery: Main resupply in Beitostolen (Ovrevegen 4A; 13 km down Rv51 from Bygdin, fast descent; ~24 km from Haugseter). Full-size supermarket and, critically, Sunday-open under the tourist-resort exemption: Sundays 09:00-21:00, Mon-Sat 08:00-23:00 (confirmed on kiwi.no, not 07:00 as previously listed). So even if you hit Beitostolen on Sunday 12 July you can resupply. There is no shop of any kind at Haugseter or Bygdin; last grocery before this stop is in Vaga, so carry food for the Murudalen-Vinstre leg. [Normal Kiwi supermarket prices]",61.2429,8.9209
"Wild camp, Vinstre north shore east of Haugseter",Sleep,"freecamp: Open mountain utmark at ~1,030 m along Jotunheimvegen, about 1-1.5 km east of Haugseter on the north shore of Vinstre: flat heath and grass down to the lake, easy water access, big views. Fully legal under allemannsretten; OSM reverse-geocodes the spot to the Perslettstolen seter area (isolated dwellings only), so pitching 150 m+ from cabins is easy. Exposed above treeline, so stake well. Fishing permits and an evening meal available 15-20 min walk away at Haugseter. [Free]",61.3408,9.003
Haugseter Fjellstue tent pitch,Sleep,"campsite: The fjellstue takes tents on its grounds: 415 NOK per tent per night, shower 69 NOK (both confirmed on haugseter.no; motorhome 525 NOK), restaurant and limited facilities on site. The pragmatic choice: camp cheap, eat the game-and-trout dinner inside. Generator off 23:00-07:00, so charge electronics at dinner. [415 NOK/tent/night + 69 NOK shower | Tent pitches are not bookable online; turning up before the restaurant closes at 20:00 is the practical approach, or call +47 61 34 15 10 to be safe.]",61.3424,8.984
Haugseter Fjellstue (rooms and cabins),Sleep,"hotel: Family-run staffed mountain lodge on the north shore of Vinstervatn, 60 beds across rooms, apartments and cabins (ut.no confirms 60 beds, betjent). Private, not DNT-run, but ut.no states it gives a discount to DNT members, so bring your card. Room with breakfast 1,429 NOK pp; half board (breakfast, packed lunch, dinner) 1,839 NOK pp; cabins 1,390-2,235 NOK per night plus 319 NOK pp bedding/towels (all confirmed on haugseter.no). Season 19 June to 27 September 2026 confirmed on their own site, so mid-July is squarely in season. [B&B 1,429 NOK pp; half board 1,839 NOK pp; cabins 1,390-2,235 NOK/night + 319 NOK bedding | Book ahead for a bed in mid-July: only 60 beds and it fills with Mjolkevegen cyclists, anglers and Jotunheimen hikers. Phone +47 61 34 15 10 or haugseter.fjellstua@gmail.com (both confirmed).]",61.3424,8.984
Bygdin Hoifieldshotel,Sleep,"hotel: Historic mountain hotel at the east end of lake Bygdin, oldest wing built 1897 (confirmed on bygdin.com history page), ~11 km past Haugseter: the fallback if Haugseter is full or you want to bank a few more km. Summer season early June through the first week of October (their own info page), so mid-July is open. Proper restaurant with 3-course evening dinners, plus the daytime sommerkafe 11:00-18:00. Half-board rates require 2+ night stays (confirmed); single nights room-and-breakfast, bookable direct or via booking.com (2026 rates live, doubles from roughly 1,700 NOK). [Roughly 1,500-2,500 NOK/double B&B depending on room; half board only for 2+ nights | Book ahead for mid-July weekends: +47 61 34 14 00 or booking@bygdin.com (both confirmed on bygdin.com). Listed with 2026 prices on booking.com.]",61.3276,8.8011
